Daily Share price high low and closing share prices -2008,,,,,,,,,1,
Company Id,:  AAIC,Security,Type :  N,Sub T,ype :  0000,,,,,
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-08-07 00:00:00,2008-08-07 00:00:00,44.5,2008-08-07 00:00:00,42.25,43.25,113,63400,2772125,2008-08-07 00:00:00,1
2008-08-08 00:00:00,2008-08-08 00:00:00,44.5,2008-08-08 00:00:00,43,43,37,19300,838550,2008-08-08 00:00:00,1
2008-08-11 00:00:00,2008-08-11 00:00:00,43,2008-08-11 00:00:00,42,43,34,23000,972100,2008-08-11 00:00:00,1
2008-08-12 00:00:00,2008-08-12 00:00:00,43,2008-08-12 00:00:00,41,41.25,28,14700,612125,2008-08-12 00:00:00,1
2008-08-13 00:00:00,2008-08-13 00:00:00,43,2008-08-13 00:00:00,40,40,97,1336500,53490750,2008-08-13 00:00:00,1
2008-08-14 00:00:00,2008-08-14 00:00:00,41.25,2008-08-14 00:00:00,40,41,14,10100,410900,2008-08-14 00:00:00,1
2008-08-15 00:00:00,2008-08-15 00:00:00,41,2008-08-15 00:00:00,40,40.5,52,49300,1995725,2008-08-15 00:00:00,1
2008-08-18 00:00:00,2008-08-18 00:00:00,41.5,2008-08-18 00:00:00,40,41.5,41,37300,1534925,2008-08-18 00:00:00,1
2008-08-19 00:00:00,2008-08-19 00:00:00,41.75,2008-08-19 00:00:00,41,41.5,34,60200,2500975,2008-08-19 00:00:00,1
2008-08-20 00:00:00,2008-08-20 00:00:00,42,2008-08-20 00:00:00,41.25,41.25,6,1300,54000,2008-08-20 00:00:00,1
2008-08-21 00:00:00,2008-08-21 00:00:00,41.5,2008-08-21 00:00:00,41.25,41.5,18,12400,511850,2008-08-21 00:00:00,1
2008-08-22 00:00:00,2008-08-22 00:00:00,42,2008-08-22 00:00:00,41.25,41.5,59,143700,5947175,2008-08-22 00:00:00,1
2008-08-25 00:00:00,2008-08-25 00:00:00,42.5,2008-08-25 00:00:00,41.5,41.75,29,27500,1151200,2008-08-25 00:00:00,1
2008-08-26 00:00:00,2008-08-26 00:00:00,42,2008-08-26 00:00:00,41,41.25,21,13400,552950,2008-08-26 00:00:00,1
2008-08-27 00:00:00,2008-08-27 00:00:00,42,2008-08-27 00:00:00,41.25,41.75,26,56900,2375625,2008-08-27 00:00:00,1
2008-08-28 00:00:00,2008-08-28 00:00:00,42.25,2008-08-28 00:00:00,42,42,24,25800,1083850,2008-08-28 00:00:00,1
2008-08-29 00:00:00,2008-08-29 00:00:00,42.5,2008-08-29 00:00:00,42,42.25,8,4400,186050,2008-08-29 00:00:00,1
2008-09-01 00:00:00,2008-09-01 00:00:00,42.5,2008-09-01 00:00:00,41.25,41.5,7,1900,79975,2008-09-01 00:00:00,1
2008-09-02 00:00:00,2008-09-02 00:00:00,41.25,2008-09-02 00:00:00,40.25,40.75,24,17500,715250,2008-09-02 00:00:00,1
2008-09-03 00:00:00,2008-09-03 00:00:00,41,2008-09-03 00:00:00,40.5,40.5,5,1300,52975,2008-09-03 00:00:00,1
2008-09-04 00:00:00,2008-09-04 00:00:00,40.75,2008-09-04 00:00:00,40.5,40.5,13,9000,365000,2008-09-04 00:00:00,1
2008-09-05 00:00:00,2008-09-05 00:00:00,40.75,2008-09-05 00:00:00,40.75,40.75,9,12700,517525,2008-09-05 00:00:00,1
2008-09-08 00:00:00,2008-09-08 00:00:00,41.25,2008-09-08 00:00:00,40.75,40.75,10,3800,155400,2008-09-08 00:00:00,1
2008-09-09 00:00:00,2008-09-09 00:00:00,40.75,2008-09-09 00:00:00,40,40,23,14400,579750,2008-09-09 00:00:00,1
2008-09-10 00:00:00,2008-09-10 00:00:00,40,2008-09-10 00:00:00,39.5,39.75,16,5200,206225,2008-09-10 00:00:00,1
2008-09-11 00:00:00,2008-09-11 00:00:00,40,2008-09-11 00:00:00,39.75,40,6,7400,295900,2008-09-11 00:00:00,1
2008-09-12 00:00:00,2008-09-12 00:00:00,39.75,2008-09-12 00:00:00,39.25,39.5,8,2700,106675,2008-09-12 00:00:00,1
2008-09-15 00:00:00,2008-09-15 00:00:00,39.5,2008-09-15 00:00:00,38.75,38.75,19,15100,587275,2008-09-15 00:00:00,1
2008-09-16 00:00:00,2008-09-16 00:00:00,38.75,2008-09-16 00:00:00,38,38.25,21,15600,599525,2008-09-16 00:00:00,1
2008-09-17 00:00:00,2008-09-17 00:00:00,38,2008-09-17 00:00:00,37,37,28,14800,549475,2008-09-17 00:00:00,1
2008-09-18 00:00:00,2008-09-18 00:00:00,38.75,2008-09-18 00:00:00,36.5,36.5,24,14800,543700,2008-09-18 00:00:00,1
2008-09-19 00:00:00,2008-09-19 00:00:00,38.75,2008-09-19 00:00:00,36.5,38.5,21,7300,279300,2008-09-19 00:00:00,1
2008-09-22 00:00:00,2008-09-22 00:00:00,39.5,2008-09-22 00:00:00,38,38,7,5200,197775,2008-09-22 00:00:00,1
2008-09-23 00:00:00,2008-09-23 00:00:00,38.25,2008-09-23 00:00:00,37.75,38,35,48000,1824400,2008-09-23 00:00:00,1
2008-09-24 00:00:00,2008-09-24 00:00:00,38,2008-09-24 00:00:00,37.75,38,38,54100,2055650,2008-09-24 00:00:00,1
2008-09-25 00:00:00,2008-09-25 00:00:00,39.5,2008-09-25 00:00:00,37.75,38,14,11000,418675,2008-09-25 00:00:00,1
2008-09-26 00:00:00,2008-09-26 00:00:00,39.5,2008-09-26 00:00:00,38,38,21,15400,590250,2008-09-26 00:00:00,1
2008-09-29 00:00:00,2008-09-29 00:00:00,38.75,2008-09-29 00:00:00,38,38.25,15,10800,410650,2008-09-29 00:00:00,1
2008-09-30 00:00:00,2008-09-30 00:00:00,38.25,2008-09-30 00:00:00,38,38.25,36,31500,1204000,2008-09-30 00:00:00,1
2008-10-02 00:00:00,2008-10-02 00:00:00,38.75,2008-10-02 00:00:00,38.25,38.25,8,2000,76550,2008-10-02 00:00:00,1
2008-10-03 00:00:00,2008-10-03 00:00:00,38.75,2008-10-03 00:00:00,38.25,38.75,8,7000,268375,2008-10-03 00:00:00,1
2008-10-06 00:00:00,2008-10-06 00:00:00,39,2008-10-06 00:00:00,38.75,38.75,6,2300,89275,2008-10-06 00:00:00,1
2008-10-07 00:00:00,2008-10-07 00:00:00,38.25,2008-10-07 00:00:00,38,38,23,25900,984275,2008-10-07 00:00:00,1
2008-10-08 00:00:00,2008-10-08 00:00:00,38.5,2008-10-08 00:00:00,36.75,37.25,20,6100,228150,2008-10-08 00:00:00,1
2008-10-09 00:00:00,2008-10-09 00:00:00,37,2008-10-09 00:00:00,35.75,36,46,32600,1184050,2008-10-09 00:00:00,1
2008-10-10 00:00:00,2008-10-10 00:00:00,36.5,2008-10-10 00:00:00,34.75,35,50,32600,1163325,2008-10-10 00:00:00,1
2008-10-13 00:00:00,2008-10-13 00:00:00,37,2008-10-13 00:00:00,35.5,37,16,8500,310575,2008-10-13 00:00:00,1
2008-10-15 00:00:00,2008-10-15 00:00:00,37.5,2008-10-15 00:00:00,37,37,22,10800,401750,2008-10-15 00:00:00,1
2008-10-16 00:00:00,2008-10-16 00:00:00,36.25,2008-10-16 00:00:00,35.75,36,14,5600,202075,2008-10-16 00:00:00,1
2008-10-17 00:00:00,2008-10-17 00:00:00,37,2008-10-17 00:00:00,35.75,36.25,14,4000,144825,2008-10-17 00:00:00,1
2008-10-20 00:00:00,2008-10-20 00:00:00,36,2008-10-20 00:00:00,35.5,35.5,16,8900,318600,2008-10-20 00:00:00,1
2008-10-21 00:00:00,2008-10-21 00:00:00,35.75,2008-10-21 00:00:00,35,35,37,41600,1460975,2008-10-21 00:00:00,1
2008-10-22 00:00:00,2008-10-22 00:00:00,36,2008-10-22 00:00:00,35,35,20,25800,920375,2008-10-22 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2009-01-12 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    12-JAN-2,009          PAGE:,12,
,,,==========,===========,===========,=========,=================,,,
Company Id,:  ACL,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ACL,,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-10-23 00:00:00,2008-10-23 00:00:00,35.25,2008-10-23 00:00:00,32,32.25,45,20900,689150,2008-10-23 00:00:00,1
2008-10-24 00:00:00,2008-10-24 00:00:00,34,2008-10-24 00:00:00,32.25,34,22,9300,309350,2008-10-24 00:00:00,1
2008-10-28 00:00:00,2008-10-28 00:00:00,33.75,2008-10-28 00:00:00,32.75,32.75,21,25400,833150,2008-10-28 00:00:00,1
2008-10-29 00:00:00,2008-10-29 00:00:00,33.25,2008-10-29 00:00:00,32.75,33,17,8800,290350,2008-10-29 00:00:00,1
2008-10-30 00:00:00,2008-10-30 00:00:00,34.5,2008-10-30 00:00:00,33.5,34.5,20,12300,422875,2008-10-30 00:00:00,1
2008-10-31 00:00:00,2008-10-31 00:00:00,34.5,2008-10-31 00:00:00,34,34.25,26,9800,334125,2008-10-31 00:00:00,1
2008-11-03 00:00:00,2008-11-03 00:00:00,36.75,2008-11-03 00:00:00,34.75,36.5,26,20900,749525,2008-11-03 00:00:00,1
2008-11-04 00:00:00,2008-11-04 00:00:00,37.25,2008-11-04 00:00:00,36.5,37,47,30900,1142025,2008-11-04 00:00:00,1
2008-11-05 00:00:00,2008-11-05 00:00:00,37.25,2008-11-05 00:00:00,35.5,35.75,22,10000,361100,2008-11-05 00:00:00,1
2008-11-06 00:00:00,2008-11-06 00:00:00,36.25,2008-11-06 00:00:00,35.5,36,12,4200,151100,2008-11-06 00:00:00,1
2008-11-07 00:00:00,2008-11-07 00:00:00,36,2008-11-07 00:00:00,35.25,35.25,21,14900,532200,2008-11-07 00:00:00,1
2008-11-10 00:00:00,2008-11-10 00:00:00,35,2008-11-10 00:00:00,35,35,3,800,28000,2008-11-10 00:00:00,1
2008-11-11 00:00:00,2008-11-11 00:00:00,35,2008-11-11 00:00:00,34,34.5,19,18400,627900,2008-11-11 00:00:00,1
2008-11-13 00:00:00,2008-11-13 00:00:00,34.25,2008-11-13 00:00:00,34,34,30,35000,1190125,2008-11-13 00:00:00,1
2008-11-14 00:00:00,2008-11-14 00:00:00,34.25,2008-11-14 00:00:00,34,34.25,18,28500,969075,2008-11-14 00:00:00,1
2008-11-17 00:00:00,2008-11-17 00:00:00,35,2008-11-17 00:00:00,34.75,35,5,3100,108475,2008-11-17 00:00:00,1
2008-11-18 00:00:00,2008-11-18 00:00:00,35,2008-11-18 00:00:00,34.5,34.5,13,10500,362750,2008-11-18 00:00:00,1
2008-11-19 00:00:00,2008-11-19 00:00:00,34.25,2008-11-19 00:00:00,34,34,43,42000,1428525,2008-11-19 00:00:00,1
2008-11-20 00:00:00,2008-11-20 00:00:00,35,2008-11-20 00:00:00,33.5,33.75,19,17800,600875,2008-11-20 00:00:00,1
2008-11-21 00:00:00,2008-11-21 00:00:00,33,2008-11-21 00:00:00,32.5,32.5,8,3900,127100,2008-11-21 00:00:00,1
2008-11-24 00:00:00,2008-11-24 00:00:00,33.5,2008-11-24 00:00:00,33,33.25,5,1800,59650,2008-11-24 00:00:00,1
2008-11-25 00:00:00,2008-11-25 00:00:00,33,2008-11-25 00:00:00,32.5,32.75,5,2300,75300,2008-11-25 00:00:00,1
2008-11-26 00:00:00,2008-11-26 00:00:00,33,2008-11-26 00:00:00,31.5,32,45,50500,1617775,2008-11-26 00:00:00,1
2008-11-27 00:00:00,2008-11-27 00:00:00,33,2008-11-27 00:00:00,31,32.25,18,41200,1282350,2008-11-27 00:00:00,1
2008-11-28 00:00:00,2008-11-28 00:00:00,33,2008-11-28 00:00:00,32,32.25,8,2600,84650,2008-11-28 00:00:00,1
2008-12-01 00:00:00,2008-12-01 00:00:00,33.5,2008-12-01 00:00:00,33.5,33.5,1,200,6700,2008-12-01 00:00:00,1
2008-12-02 00:00:00,2008-12-02 00:00:00,32.5,2008-12-02 00:00:00,32,32.5,7,46800,1520000,2008-12-02 00:00:00,1
2008-12-03 00:00:00,2008-12-03 00:00:00,32.75,2008-12-03 00:00:00,32.5,32.75,15,20300,659825,2008-12-03 00:00:00,1
2008-12-04 00:00:00,2008-12-04 00:00:00,32.5,2008-12-04 00:00:00,32,32.25,9,3800,122625,2008-12-04 00:00:00,1
2008-12-05 00:00:00,2008-12-05 00:00:00,32.5,2008-12-05 00:00:00,32.25,32.5,5,3500,113350,2008-12-05 00:00:00,1
2008-12-08 00:00:00,2008-12-08 00:00:00,32.5,2008-12-08 00:00:00,32.5,32.5,8,10900,354250,2008-12-08 00:00:00,1
2008-12-10 00:00:00,2008-12-10 00:00:00,32.5,2008-12-10 00:00:00,32.25,32.5,7,5600,181300,2008-12-10 00:00:00,1
2008-12-11 00:00:00,2008-12-11 00:00:00,32.5,2008-12-11 00:00:00,32.5,32.5,2,4000,130000,2008-12-11 00:00:00,1
2008-12-15 00:00:00,2008-12-15 00:00:00,32.5,2008-12-15 00:00:00,32,32,37,69000,2214450,2008-12-15 00:00:00,1
2008-12-16 00:00:00,2008-12-16 00:00:00,32,2008-12-16 00:00:00,31.5,31.5,17,62900,2004225,2008-12-16 00:00:00,1
2008-12-17 00:00:00,2008-12-17 00:00:00,31.5,2008-12-17 00:00:00,31.25,31.25,5,600,18800,2008-12-17 00:00:00,1
2008-12-19 00:00:00,2008-12-19 00:00:00,32.5,2008-12-19 00:00:00,31.25,32,12,3700,115900,2008-12-19 00:00:00,1
2008-12-22 00:00:00,2008-12-22 00:00:00,32,2008-12-22 00:00:00,31.25,31.25,4,1700,53350,2008-12-22 00:00:00,1
2008-12-23 00:00:00,2008-12-23 00:00:00,31.75,2008-12-23 00:00:00,31.25,31.25,6,1400,43825,2008-12-23 00:00:00,1
2008-12-24 00:00:00,2008-12-24 00:00:00,31.25,2008-12-24 00:00:00,31.25,31.25,1,100,3125,2008-12-24 00:00:00,1
2008-12-29 00:00:00,2008-12-29 00:00:00,31.25,2008-12-29 00:00:00,30,30.75,20,6300,194275,2008-12-29 00:00:00,1
2008-12-30 00:00:00,2008-12-30 00:00:00,30,2008-12-30 00:00:00,30,30,3,1500,45000,2008-12-30 00:00:00,1
2008-12-31 00:00:00,2008-12-31 00:00:00,30,2008-12-31 00:00:00,29,30,5,900,26525,2008-12-31 00:00:00,1
Company Id,:  ACME,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ACME,,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-01-02 00:00:00,2008-01-02 00:00:00,24,2008-01-02 00:00:00,22.5,22.75,28,17300,399975,2008-01-02 00:00:00,1
2008-01-03 00:00:00,2008-01-03 00:00:00,22,2008-01-03 00:00:00,21,21,19,14700,315125,2008-01-03 00:00:00,1
2008-01-04 00:00:00,2008-01-04 00:00:00,21,2008-01-04 00:00:00,19.5,20.75,26,41100,836025,2008-01-04 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2009-01-12 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    12-JAN-2,009          PAGE:,13,
,,,==========,===========,===========,=========,=================,,,
Company Id,:  ACME,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ACME,,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-01-07 00:00:00,2008-01-07 00:00:00,21,2008-01-07 00:00:00,20,20,28,60200,1207525,2008-01-07 00:00:00,1
2008-01-08 00:00:00,2008-01-08 00:00:00,19.75,2008-01-08 00:00:00,19,19,42,41900,805925,2008-01-08 00:00:00,1
2008-01-09 00:00:00,2008-01-09 00:00:00,20,2008-01-09 00:00:00,19,19,36,27800,530650,2008-01-09 00:00:00,1
2008-01-10 00:00:00,2008-01-10 00:00:00,20.25,2008-01-10 00:00:00,19,20,45,44200,859850,2008-01-10 00:00:00,1
2008-01-11 00:00:00,2008-01-11 00:00:00,20.25,2008-01-11 00:00:00,19.5,19.75,8,2000,39700,2008-01-11 00:00:00,1
2008-01-14 00:00:00,2008-01-14 00:00:00,20.25,2008-01-14 00:00:00,19.25,19.5,18,13700,268550,2008-01-14 00:00:00,1
2008-01-16 00:00:00,2008-01-16 00:00:00,19.5,2008-01-16 00:00:00,18.75,19,21,30500,579600,2008-01-16 00:00:00,1
2008-01-17 00:00:00,2008-01-17 00:00:00,19,2008-01-17 00:00:00,19,19,3,7800,148200,2008-01-17 00:00:00,1
2008-01-18 00:00:00,2008-01-18 00:00:00,19.5,2008-01-18 00:00:00,18.5,19,17,8900,169600,2008-01-18 00:00:00,1
2008-01-21 00:00:00,2008-01-21 00:00:00,20,2008-01-21 00:00:00,19,19.5,16,8800,169925,2008-01-21 00:00:00,1
2008-01-23 00:00:00,2008-01-23 00:00:00,21,2008-01-23 00:00:00,19,20.25,37,30100,602100,2008-01-23 00:00:00,1
2008-01-24 00:00:00,2008-01-24 00:00:00,20.5,2008-01-24 00:00:00,20,20,6,5700,114600,2008-01-24 00:00:00,1
2008-01-25 00:00:00,2008-01-25 00:00:00,20.25,2008-01-25 00:00:00,19.5,20,7,6400,126925,2008-01-25 00:00:00,1
2008-01-28 00:00:00,2008-01-28 00:00:00,20.75,2008-01-28 00:00:00,20,20.5,32,38100,775650,2008-01-28 00:00:00,1
2008-01-29 00:00:00,2008-01-29 00:00:00,21,2008-01-29 00:00:00,20.5,20.75,20,17200,356850,2008-01-29 00:00:00,1
2008-01-30 00:00:00,2008-01-30 00:00:00,21.25,2008-01-30 00:00:00,20.5,21,16,10100,211600,2008-01-30 00:00:00,1
2008-01-31 00:00:00,2008-01-31 00:00:00,22,2008-01-31 00:00:00,21.25,21.5,17,12100,259950,2008-01-31 00:00:00,1
2008-02-01 00:00:00,2008-02-01 00:00:00,22.5,2008-02-01 00:00:00,22,22,5,3500,77375,2008-02-01 00:00:00,1
2008-02-06 00:00:00,2008-02-06 00:00:00,21.75,2008-02-06 00:00:00,21,21.75,7,4200,90300,2008-02-06 00:00:00,1
2008-02-07 00:00:00,2008-02-07 00:00:00,22,2008-02-07 00:00:00,21,22,17,9200,199975,2008-02-07 00:00:00,1
2008-02-08 00:00:00,2008-02-08 00:00:00,22.5,2008-02-08 00:00:00,22.25,22.5,9,3500,78425,2008-02-08 00:00:00,1
2008-02-11 00:00:00,2008-02-11 00:00:00,23,2008-02-11 00:00:00,22.5,22.75,32,11800,268650,2008-02-11 00:00:00,1
2008-02-12 00:00:00,2008-02-12 00:00:00,23.75,2008-02-12 00:00:00,23,23.5,54,41600,970950,2008-02-12 00:00:00,1
2008-02-13 00:00:00,2008-02-13 00:00:00,24.5,2008-02-13 00:00:00,23.5,24.25,84,105800,2542100,2008-02-13 00:00:00,1
2008-02-14 00:00:00,2008-02-14 00:00:00,25,2008-02-14 00:00:00,24.25,24.75,47,45600,1122050,2008-02-14 00:00:00,1
2008-02-15 00:00:00,2008-02-15 00:00:00,24.75,2008-02-15 00:00:00,24,24,19,24900,603000,2008-02-15 00:00:00,1
2008-02-18 00:00:00,2008-02-18 00:00:00,24.75,2008-02-18 00:00:00,24.5,24.75,15,27300,674775,2008-02-18 00:00:00,1
2008-02-19 00:00:00,2008-02-19 00:00:00,25.25,2008-02-19 00:00:00,24.75,25,36,34900,871675,2008-02-19 00:00:00,1
2008-02-21 00:00:00,2008-02-21 00:00:00,25.25,2008-02-21 00:00:00,24.75,24.75,15,23600,588325,2008-02-21 00:00:00,1
2008-02-22 00:00:00,2008-02-22 00:00:00,24.75,2008-02-22 00:00:00,24,24.25,12,27400,664200,2008-02-22 00:00:00,1
2008-02-25 00:00:00,2008-02-25 00:00:00,24.75,2008-02-25 00:00:00,24.5,24.75,6,5600,137350,2008-02-25 00:00:00,1
2008-02-26 00:00:00,2008-02-26 00:00:00,24.5,2008-02-26 00:00:00,24.5,24.5,4,5000,122500,2008-02-26 00:00:00,1
2008-02-27 00:00:00,2008-02-27 00:00:00,24.5,2008-02-27 00:00:00,24,24,11,11500,280500,2008-02-27 00:00:00,1
2008-02-28 00:00:00,2008-02-28 00:00:00,25.25,2008-02-28 00:00:00,24,24,18,28800,714050,2008-02-28 00:00:00,1
2008-02-29 00:00:00,2008-02-29 00:00:00,24.5,2008-02-29 00:00:00,23.25,24.5,10,10700,254700,2008-02-29 00:00:00,1
2008-03-03 00:00:00,2008-03-03 00:00:00,24.5,2008-03-03 00:00:00,24,24.5,13,9900,238875,2008-03-03 00:00:00,1
2008-03-04 00:00:00,2008-03-04 00:00:00,24.75,2008-03-04 00:00:00,24.5,24.5,11,18000,441500,2008-03-04 00:00:00,1
2008-03-05 00:00:00,2008-03-05 00:00:00,24.5,2008-03-05 00:00:00,24.5,24.5,1,2000,49000,2008-03-05 00:00:00,1
2008-03-07 00:00:00,2008-03-07 00:00:00,24.5,2008-03-07 00:00:00,24.25,24.5,7,8500,207125,2008-03-07 00:00:00,1
2008-03-11 00:00:00,2008-03-11 00:00:00,24.5,2008-03-11 00:00:00,24.5,24.5,1,200,4900,2008-03-11 00:00:00,1
2008-03-12 00:00:00,2008-03-12 00:00:00,24.75,2008-03-12 00:00:00,24,24.5,8,5200,126975,2008-03-12 00:00:00,1
2008-03-13 00:00:00,2008-03-13 00:00:00,25,2008-03-13 00:00:00,24.5,24.5,8,9400,232125,2008-03-13 00:00:00,1
2008-03-14 00:00:00,2008-03-14 00:00:00,24.5,2008-03-14 00:00:00,24,24.25,7,11800,285050,2008-03-14 00:00:00,1
2008-03-17 00:00:00,2008-03-17 00:00:00,24.5,2008-03-17 00:00:00,24,24.5,6,7500,180450,2008-03-17 00:00:00,1
2008-03-18 00:00:00,2008-03-18 00:00:00,24.5,2008-03-18 00:00:00,23.5,24,13,10600,256150,2008-03-18 00:00:00,1
2008-03-19 00:00:00,2008-03-19 00:00:00,24.25,2008-03-19 00:00:00,24,24.25,9,8100,194450,2008-03-19 00:00:00,1
2008-03-24 00:00:00,2008-03-24 00:00:00,24.25,2008-03-24 00:00:00,24,24,7,15500,372125,2008-03-24 00:00:00,1
2008-03-25 00:00:00,2008-03-25 00:00:00,24.75,2008-03-25 00:00:00,24,24,13,15300,370225,2008-03-25 00:00:00,1
2008-03-26 00:00:00,2008-03-26 00:00:00,24,2008-03-26 00:00:00,23.75,24,10,9200,220275,2008-03-26 00:00:00,1
2008-03-27 00:00:00,2008-03-27 00:00:00,23.75,2008-03-27 00:00:00,23.75,23.75,5,2600,61750,2008-03-27 00:00:00,1
2008-03-28 00:00:00,2008-03-28 00:00:00,24.25,2008-03-28 00:00:00,23.75,24,5,1000,23850,2008-03-28 00:00:00,1
2008-03-31 00:00:00,2008-03-31 00:00:00,24.5,2008-03-31 00:00:00,23.75,24.5,9,3000,72375,2008-03-31 00:00:00,1
2008-04-01 00:00:00,2008-04-01 00:00:00,25,2008-04-01 00:00:00,24.5,25,3,2300,57300,2008-04-01 00:00:00,1
_x000c_ REPORT :,HIGHLOW Re,v 2.1,,,,,,RUN :,2009-01-12 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES,AS AT    12-JAN-2,009          PAGE:,14,
,,,==========,===========,===========,=========,=================,,,
Company Id,:  ACME,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ACME,,,,,,,,,
-----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
Day,Date Hig,h       High,Date Low,Low,Closing,Trades(N,o.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,----------,-------------,------------,-----------,-----------,---------,-----------------,-------------------,-------------,------
2008-04-02 00:00:00,2008-04-02 00:00:00,24.5,2008-04-02 00:00:00,24.5,24.5,1,100,2450,2008-04-02 00:00:00,1
2008-04-08 00:00:00,2008-04-08 00:00:00,24.25,2008-04-08 00:00:00,23.5,24,4,1200,28875,2008-04-08 00:00:00,1
2008-04-09 00:00:00,2008-04-09 00:00:00,24.25,2008-04-09 00:00:00,23.5,23.75,8,8000,190875,2008-04-09 00:00:00,1
2008-04-10 00:00:00,2008-04-10 00:00:00,23.75,2008-04-10 00:00:00,23,23.75,3,5200,119750,2008-04-10 00:00:00,1
2008-04-15 00:00:00,2008-04-15 00:00:00,23.75,2008-04-15 00:00:00,23.75,23.75,2,1800,42750,2008-04-15 00:00:00,1
2008-04-16 00:00:00,2008-04-16 00:00:00,23.75,2008-04-16 00:00:00,23.75,23.75,1,200,4750,2008-04-16 00:00:00,1
2008-04-21 00:00:00,2008-04-21 00:00:00,23.5,2008-04-21 00:00:00,23.5,23.5,2,1100,25850,2008-04-21 00:00:00,1
2008-04-23 00:00:00,2008-04-23 00:00:00,23.5,2008-04-23 00:00:00,23.5,23.5,1,500,11750,2008-04-23 00:00:00,1
2008-04-24 00:00:00,2008-04-24 00:00:00,23.5,2008-04-24 00:00:00,23.5,23.5,3,2500,58750,2008-04-24 00:00:00,1
2008-04-25 00:00:00,2008-04-25 00:00:00,23.5,2008-04-25 00:00:00,23.5,23.5,3,3200,75200,2008-04-25 00:00:00,1
2008-04-28 00:00:00,2008-04-28 00:00:00,23.25,2008-04-28 00:00:00,23.25,23.25,1,400,9300,2008-04-28 00:00:00,1
2008-04-30 00:00:00,2008-04-30 00:00:00,23.75,2008-04-30 00:00:00,23,23.25,4,1900,44025,2008-04-30 00:00:00,1
2008-05-05 00:00:00,2008-05-05 00:00:00,23.75,2008-05-05 00:00:00,23,23.75,2,500,11800,2008-05-05 00:00:00,1
2008-05-06 00:00:00,2008-05-06 00:00:00,23.75,2008-05-06 00:00:00,23,23.25,2,1500,34875,2008-05-06 00:00:00,1
2008-05-07 00:00:00,2008-05-07 00:00:00,23.25,2008-05-07 00:00:00,23.25,23.25,1,500,11625,2008-05-07 00:00:00,1
2008-05-12 00:00:00,2008-05-12 00:00:00,23,2008-05-12 00:00:00,23,23,2,1200,27600,2008-05-12 00:00:00,1
2008-05-14 00:00:00,2008-05-14 00:00:00,23,2008-05-14 00:00:00,23,23,6,2500,57500,2008-05-14 00:00:00,1
2008-05-15 00:00:00,2008-05-15 00:00:00,23,2008-05-15 00:00:00,23,23,2,200,4600,2008-05-15 00:00:00,1
2008-05-16 00:00:00,2008-05-16 00:00:00,23.75,2008-05-16 00:00:00,23,23,6,2100,48500,2008-05-16 00:00:00,1
2008-05-21 00:00:00,2008-05-21 00:00:00,23.5,2008-05-21 00:00:00,22.75,23.25,5,2700,61950,2008-05-21 00:00:00,1
2008-05-23 00:00:00,2008-05-23 00:00:00,23,2008-05-23 00:00:00,23,23,1,300,6900,2008-05-23 00:00:00,1
2008-05-26 00:00:00,2008-05-26 00:00:00,23,2008-05-26 00:00:00,23,23,1,100,2300,2008-05-26 00:00:00,1
2008-05-27 00:00:00,2008-05-27 00:00:00,23.25,2008-05-27 00:00:00,23.25,23.25,3,300,6975,2008-05-27 00:00:00,1
2008-05-28 00:00:00,2008-05-28 00:00:00,23.5,2008-05-28 00:00:00,23,23.25,12,6900,160600,2008-05-28 00:00:00,1
