LIST OF QUOTED SECURITIES AND ISSUED QUANTITY AS AT 31ST DECEMBER 2016,,,
SECURITY ID,NAME                             ,ISSUED QUANTITY,ISIN CODE
MBSL/BC/27/03/18C16.7,MERCHANT BANK OF SRI LANKA & FINANCE,7231900,LK0186D19210
MBSL/BC/27/03/18D16.5,MERCHANT BANK OF SRI LANKA & FINANCE,1664600,LK0186D19228
MBSL/BD/12/11/19-C2266-9,MERCHANT BANK OF SRI LANKA & FINANCE,9097700,LK0186D22669
MBSL/BD/12/11/19-C2267-8,MERCHANT BANK OF SRI LANKA & FINANCE,10902300,LK0186D22677
MEL-N-0000,MACKWOODS ENERGY PLC,100000000,LK0410N00007
MELS-N-0000,MELSTACORP LIMITED,1165397072,LK0450N00003
MERC-N-0000,MERCANTILE INVESTMENTS AND FINANCE,3006000,LK0379N00004
MERC/BC/05/11/18A10.5,MERCANTILE INVESTMENTS AND FINANCE,2000000,LK0379D22645
MFL-N-0000,MULTI FINANCE  PLC,22462039,LK0382N00008
MGT-N-0000,HAYLEYS FABRIC PLC,207740888,LK0335N00006
MHDL-N-0000,MILLENNIUM HOUSING DEVELOPERS PLC,134681320,LK0425N00005
MIRA-N-0000,MIRAMAR BEACH HOTELS PLC,2750000,LK0125N00001
MORI-N-0000,"J.L.MORISON, SON & JONES (CEYLON) PLC",5808290,LK0091N00005
MORI-X-0000,"J.L.MORISON, SON & JONES (CEYLON) PLC",1742490,LK0091X00004
MPRH-N-0000,METROPOLITAN  RESOURCE  HOLDINGS  PLC,17264802,LK0310N00009
MRH-N-0000,MAHAWELI REACH HOTELS PLC,47066447,LK0118N00006
MSL-N-0000,MERCANTILE SHIPPING COMPANY PLC,2844990,LK0121N00000
MULL-N-0000,MULLER & PHIPPS (CEYLON) PLC,283000000,LK0126N00009
NAMU-N-0000,NAMUNUKULA PLANTATIONS PLC,23750000,LK0295N00002
NDB-N-0000,NATIONAL DEVELOPMENT BANK PLC,165185506,LK0207N00007
NDB/BC/19/12/18A13,NATIONAL DEVELOPMENT BANK PLC,12427000,LK0207D20998
NDB/BC/19/12/18B13.4,NATIONAL DEVELOPMENT BANK PLC,15288900,LK0207D21012
NDB/BC/19/12/23C13.9,NATIONAL DEVELOPMENT BANK PLC,36379800,LK0207D21038
NDB/BC/19/12/25D14,NATIONAL DEVELOPMENT BANK PLC,35904300,LK0207D21053
NDB/BD/24/06/20-C2308-0,NATIONAL DEVELOPMENT BANK PLC,30000000,LK0207D23083
NDB/BD/24/06/20-C2309-9.,NATIONAL DEVELOPMENT BANK PLC,70000000,LK0207D23091
NEH-N-0000,THE NUWARA ELIYA HOTELS COMPANY PLC,2003870,LK0130N00001
NEST-N-0000,NESTLE LANKA PLC,53725463,LK0128N00005
NHL-N-0000,NAWALOKA HOSPITALS PLC,1409505596,LK0342N00002
NHL/BC/30/09/18A14.15,NAWALOKA HOSPITALS PLC,10427900,LK0342D20241
NHL/BC/30/09/19B14.15,NAWALOKA HOSPITALS PLC,2696000,LK0342D20282
NHL/BC/30/09/21D14.35,NAWALOKA HOSPITALS PLC,1645500,LK0342D20316
NHL/BC/30/09/22E14.4,NAWALOKA HOSPITALS PLC,120000,LK0342D20266
NHL/BC/30/09/23F14.45,NAWALOKA HOSPITALS PLC,110600,LK0342D20290
NIFL-N-0000,BRAC LANKA FINANCE PLC,105752566,LK0393N00005
NTB-N-0000,NATIONS TRUST BANK PLC,230607283,LK0309N00001
NTB/BC/19/12/18A13,NATIONS TRUST BANK PLC,30000000,LK0309D21008
NTB/BD/08/11/21-C2363,NATIONS TRUST BANK PLC,24100,LK0309D23632
NTB/BD/08/11/21-C2364-12,NATIONS TRUST BANK PLC,11117900,LK0309D23640
NTB/BD/08/11/21-C2365-12,NATIONS TRUST BANK PLC,38858000,LK0309D23657
ODEL-N-0000,ODEL PLC,272129431,LK0366N00001
OFEQ-N-0000,OFFICE EQUIPMENT PLC,833560,LK0132N00007
OGL-N-0000,ORIENT GARMENTS PLC,54916656,LK0385N00001
ONAL-N-0000,ON'ALLY HOLDINGS PLC,17500770,LK0180N00006
ORIN-N-0000,ORIENT FINANCE PLC,115625000,LK0413N00001
ORIN/BD/26/12/19-C2283-9,ORIENT FINANCE PLC,10000000,LK0413D22832
OSEA-N-0000,OVERSEAS REALTY (CEYLON) PLC,887878273,LK0133N00005
OSEA-P-0003,OVERSEAS REALTY (CEYLON) PLC,15261,LK0133P00034
PABC-N-0000,PAN ASIA BANKING CORPORATION PLC,295041086,LK0346N00003
PABC/BC/18/03/1700D,PAN ASIA BANKING CORPORATION PLC,49700,LK0346D18923
PABC/BC/18/03/17A11.25,PAN ASIA BANKING CORPORATION PLC,35000,LK0346D18239
PABC/BC/18/03/17B11.5,PAN ASIA BANKING CORPORATION PLC,55300,LK0346D18247
PABC/BC/18/03/17C17.46,PAN ASIA BANKING CORPORATION PLC,610000,LK0346D18254
PABC/BC/30/10/19A9.75,PAN ASIA BANKING CORPORATION PLC,19120000,LK0346D22594
PABC/BC/30/10/19B9.5233,PAN ASIA BANKING CORPORATION PLC,10880000,LK0346D22602
PABC/BD/29/09/18-C2313-9,PAN ASIA BANKING CORPORATION PLC,9495223,LK0346D23139
PABC/BD/29/09/18-C2314,PAN ASIA BANKING CORPORATION PLC,3596224,LK0346D23147
PABC/BD/29/09/19-C2311-1,PAN ASIA BANKING CORPORATION PLC,18556741,LK0346D23113
PABC/BD/29/09/19-C2312,PAN ASIA BANKING CORPORATION PLC,8351812,LK0346D23121
PALM-N-0000,PALM GARDEN HOTELS PLC,43267000,LK0208N00005
PAP-N-0000,PANASIAN POWER PLC,500000000,LK0372N00009
PARA-N-0000,PARAGON CEYLON PLC,1000280,LK0134N00003
PARQ-N-0000,SWISSTEK (CEYLON) PLC,27372000,LK0135N00000
PCH-N-0000,PC HOUSE PLC,343400001,LK0367N00009
PCHH-N-0000,ADAM CAPITAL PLC,252000242,LK0417N00002
PCP-N-0000,PC PHARMA PLC,101000020,LK0407N00003
PDL-N-0000,PROPERTY DEVELOPMENT PLC,66000000,LK0138N00004
PEG-N-0000,PEGASUS HOTELS OF CEYLON PLC,30391538,LK0136N00008
PHAR-N-0000,COLOMBO CITY HOLDINGS PLC,1272857,LK0051N00009
PINS-N-0000,PEOPLE'S INSURANCE PLC,200000000,LK0445N00003
PLC-N-0000,PEOPLE'S LEASING & FINANCE PLC,1579862482,LK0399N00002
PLC/BC/23/09/17A8.75,PEOPLE'S LEASING & FINANCE PLC,18000700,LK0399D22494
PLC/BC/23/09/18B9.625,PEOPLE'S LEASING & FINANCE PLC,11999300,LK0399D22510
PLC/BC/26/03/17A16.5,PEOPLE'S LEASING & FINANCE PLC,19865000,LK0399D19128
PLC/BC/26/03/18B16.75,PEOPLE'S LEASING & FINANCE PLC,15835000,LK0399D19136
PLC/BC/26/03/18C17,PEOPLE'S LEASING & FINANCE PLC,24300000,LK0399D19144
PLC/BD/12/11/19-C2322-9.,PEOPLE'S LEASING & FINANCE PLC,21757800,LK0399D23229
PLC/BD/12/11/20-C2323-9.,PEOPLE'S LEASING & FINANCE PLC,38242200,LK0399D23237
PLC/BD/16/11/19-C2373-11,PEOPLE'S LEASING & FINANCE PLC,5420400,LK0399D23732
PLC/BD/16/11/20-C2374-12,PEOPLE'S LEASING & FINANCE PLC,6593500,LK0399D23740
PLC/BD/16/11/21-C2375-12,PEOPLE'S LEASING & FINANCE PLC,67986100,LK0399D23757
PMB-N-0000,PEOPLE`S MERCHANT FINANCE  PLC,67500000,LK0221N00008
RAL-N-0000,RENUKA AGRI FOODS PLC,561750000,LK0361N00002
RCL-N-0000,ROYAL CERAMICS LANKA PLC,110789384,LK0217N00006
RDB/BD/29/01/20-C2292-9,PRADESHIYA SANWARDANA BANK,21288500,LK0437D22922
RDB/BD/29/01/20-C2293-8.,PRADESHIYA SANWARDANA BANK,101300,LK0437D22930
RDB/BD/29/01/20-C2294-8.,PRADESHIYA SANWARDANA BANK,3610200,LK0437D22948
REEF-N-0000,CITRUS LEISURE PLC,96650427,LK0083N00002
REG-N-0000,REGNIS (LANKA) PLC,11267863,LK0173N00001
RENU-N-0000,RENUKA CITY HOTELS PLC.,7000000,LK0201N00000
REXP-N-0000,RICHARD PIERIS EXPORTS PLC,11163745,LK0209N00003
RFL-N-0000,RAMBODA FALLS PLC,20000000,LK0415N00006
RGEM-N-0000,RADIANT GEMS INTERNATIONAL PLC,2400000,LK0140N00000
RHL-N-0000,RENUKA HOLDINGS PLC,89034626,LK0355N00004
RHL-X-0000,RENUKA HOLDINGS PLC,12856830,LK0355X00003
RHTL-N-0000,THE FORTRESS RESORTS PLC,110886684,LK0308N00003
RICH-N-0000,RICHARD PIERIS AND COMPANY PLC,2035038275,LK0143N00004
RICH-P-0001,RICHARD PIERIS AND COMPANY PLC,1562500,LK0143P00017
RICH/BC/16/05/17A10.75,RICHARD PIERIS AND COMPANY PLC,8750000,LK0143D21845
RICH/BC/16/05/18B11,RICHARD PIERIS AND COMPANY PLC,7000000,LK0143D21837
RICH/BC/16/05/19C11.25,RICHARD PIERIS AND COMPANY PLC,19250000,LK0143D21852
RPBH-N-0000,ROYAL PALMS BEACH HOTELS PLC,50000000,LK0307N00005
RWSL-N-0000,RAIGAM WAYAMBA SALTERNS PLC,282207320,LK0363N00008
SAMP-N-0000,SAMPATH BANK PLC,176981069,LK0090N00007
SAMP/BC/04/12/18A13,SAMPATH BANK PLC,15541900,LK0090D20774
SAMP/BC/04/12/18B13.4,SAMPATH BANK PLC,34458100,LK0090D20790
SAMP/BC/11/10/17A15,SAMPATH BANK PLC,2477900,LK0090D18282
SAMP/BC/11/10/17B16.5,SAMPATH BANK PLC,10776800,LK0090D18266
SAMP/BC/11/10/17C15.44,SAMPATH BANK PLC,1745300,LK0090D18274
SAMP/BD/10/06/21-C2352-1,SAMPATH BANK PLC,59526500,LK0090D23521
SAMP/BD/10/06/21-C2353,SAMPATH BANK PLC,473500,LK0090D23539
SAMP/BD/14/12/19-C2271-8,SAMPATH BANK PLC,31765500,LK0090D22713
SAMP/BD/14/12/19-C2273-8,SAMPATH BANK PLC,38234500,LK0090D22739
SAMP/BD/18/11/20-C2328-9,SAMPATH BANK PLC,67412700,LK0090D23281
SAMP/BD/18/11/20-C2329,SAMPATH BANK PLC,2587300,LK0090D23299
SCAP-N-0000,SOFTLOGIC CAPITAL PLC,688160000,LK0396N00008
SDB-N-0000,SANASA DEVELOPMENT BANK PLC,42061577,LK0412N00003
SDB/BD/31/12/18-C2338-9.,SANASA DEVELOPMENT BANK PLC,15973900,LK0412D23386
SDB/BD/31/12/18-C2340-9.,SANASA DEVELOPMENT BANK PLC,14380500,LK0412D23402
SDB/BD/31/12/20-C2337-10,SANASA DEVELOPMENT BANK PLC,4026100,LK0412D23378
SDB/BD/31/12/20-C2339-10,SANASA DEVELOPMENT BANK PLC,5619500,LK0412D23394
SELI-N-0000,SELINSING PLC,6940080,LK0147N00005
SEMB-N-0000,S M B LEASING PLC,1191766772,LK0215N00000
SEMB-X-0000,S M B LEASING PLC,614066101,LK0215X00009
SERV-N-0000,THE KINGSBURY PLC,242000000,LK0084N00000
SEYB-N-0000,SEYLAN BANK PLC,175977401,LK0182N00002
SEYB-X-0000,SEYLAN BANK PLC,168983009,LK0182X00001
SEYB/BC/21/02/18A15.5,SEYLAN BANK PLC,10909100,LK0182D19003
SEYB/BC/21/02/18B15,SEYLAN BANK PLC,8430200,LK0182D19011
SEYB/BC/21/02/18C14.5,SEYLAN BANK PLC,660700,LK0182D19029
SEYB/BD/15/07/21-C2355-1,SEYLAN BANK PLC,17103200,LK0182D23559
SEYB/BD/15/07/21-C2356,SEYLAN BANK PLC,174000,LK0182D23567
SEYB/BD/15/07/23-C2354-1,SEYLAN BANK PLC,32722800,LK0182D23542
SEYB/BD/22/12/18-C2276-8,SEYLAN BANK PLC,4622800,LK0182D22767
SEYB/BD/22/12/19-C2278-8,SEYLAN BANK PLC,18665200,LK0182D22783
SEYB/BD/22/12/19-C2279-8,SEYLAN BANK PLC,300,LK0182D22791
SEYB/BD/22/12/20-C2277-8,SEYLAN BANK PLC,25055200,LK0182D22775
SEYB/BD/22/12/20-C2280-8,SEYLAN BANK PLC,3005200,LK0182D22809
SFCL-N-0000,SENKADAGALA FINANCE COMPANY PLC,65227555,LK0350N00005
SFCL/BC/10/12/18A15,SENKADAGALA FINANCE COMPANY PLC,12500000,LK0350D20871
SFCL/BC/27/05/17B17.25,SENKADAGALA FINANCE COMPANY PLC,5852535,LK0350D19527
SFCL/BC/27/05/17C13.5,SENKADAGALA FINANCE COMPANY PLC,5000,LK0350D19550
SFCL/BD/09/11/18-C2371-1,SENKADAGALA FINANCE COMPANY PLC,3972700,LK0350D23719
SFCL/BD/09/11/19-C2369,SENKADAGALA FINANCE COMPANY PLC,100,LK0350D23693
SFCL/BD/09/11/19-C2372-1,SENKADAGALA FINANCE COMPANY PLC,1895100,LK0350D23727
SFCL/BD/09/11/20-C2368-1,SENKADAGALA FINANCE COMPANY PLC,23509400,LK0350D23685
SFCL/BD/09/11/20-C2370,SENKADAGALA FINANCE COMPANY PLC,622700,LK0350D23701
SFIN-N-0000,SINGER FINANCE LANKA PLC,165333334,LK0373N00007
SFIN/BC/10/09/17B14.25,SINGER FINANCE LANKA PLC,4166660,LK0373D20121
SFIN/BC/10/09/18C14.5,SINGER FINANCE LANKA PLC,4166680,LK0373D20113
SFIN/BD/06/04/19-C2348-1,SINGER FINANCE LANKA PLC,4093000,LK0373D23489
SFIN/BD/06/04/20-C2347-1,SINGER FINANCE LANKA PLC,5907000,LK0373D23471
SFIN/BD/17/06/20-C2307-9,SINGER FINANCE LANKA PLC,15000000,LK0373D23075
SFL-N-0000,SINHAPUTHRA FINANCE PLC,62958930,LK0365N00003
SFL-P-0000,SINHAPUTHRA FINANCE PLC,6707650,LK0365P00008
SFS-N-0000,SWARNAMAHAL FINANCIAL SERVICES PLC,500000140,LK0378N00006
SHAL-N-0000,SHALIMAR (MALAY) PLC.,6940080,LK0151N00007
SHAW-N-0000,LEE HEDGES PLC,5120546,LK0152N00005
SHL-N-0000,SOFTLOGIC HOLDINGS PLC,779000000,LK0386N00009
SHOT-N-0000,SERENDIB HOTELS PLC,75514738,LK0149N00001
SHOT-X-0000,SERENDIB HOTELS PLC,36011056,LK0149X00000
SIGV-N-0000,SIGIRIYA VILLAGE HOTELS PLC,9000000,LK0154N00001
SIL-N-0000,SAMSON INTERNATIONAL PLC,4232771,LK0205N00001
SING-N-0000,STANDARD CAPITAL PLC,5540828,LK0155N00008
SINH-N-0000,SINGHE HOSPITALS PLC,398225895,LK0440N00004
SINI-N-0000,SINGER INDUSTRIES (CEYLON) PLC,3846300,LK0157N00004
SINS-N-0000,SINGER (SRI LANKA) PLC,125209610,LK0156N00006
SINS/BD/07/06/18-C2303-8,SINGER (SRI LANKA) PLC,29299800,LK0156D23033
SINS/BD/07/06/18-C2304,SINGER (SRI LANKA) PLC,700200,LK0156D23041
SINS/BD/15/03/19-C2343,SINGER (SRI LANKA) PLC,15394400,LK0156D23439
SINS/BD/15/03/19-C2344-1,SINGER (SRI LANKA) PLC,4605600,LK0156D23447
SINS/BD/22/12/17-C2282-8,SINGER (SRI LANKA) PLC,15000000,LK0156D22829
SIRA-N-0000,SIERRA CABLES PLC,537512430,LK0351N00003
SLFL/BD/20/09/19-C2358-1,SIYAPATHA FINANCE PLC,14219900,LK0432D23582
SLFL/BD/20/09/21-C2357-1,SIYAPATHA FINANCE PLC,10780100,LK0432D23574
SLFL/BD/24/12/19-C2281-8,SIYAPATHA FINANCE PLC,10000000,LK0432D22816
SLND-N-0000,SERENDIB LAND PLC,360000,LK0150N00009
SLTL-N-0000,SRI LANKA TELECOM PLC,1804860000,LK0312N00005
SMOT-N-0000,SATHOSA MOTORS PLC,6033622,LK0211N00009
SOY-N-0000,CONVENIENCE FOODS LANKA PLC,2750000,LK0196N00002
SPEN-N-0000,AITKEN SPENCE PLC,405996045,LK0004N00008
STAF-N-0000,DOLPHIN HOTELS PLC,31621477,LK0158N00002
SUGA-N-0000,PELWATTE SUGAR INDUSTRIES PLC,67976891,LK0137N00006
SUN-N-0000,SUNSHINE HOLDINGS PLC,135140986,LK0160N00008
SWAD-N-0000,SWADESHI INDUSTRIAL WORKS  PLC,130666,LK0161N00006
TAFL-N-0000,THREE ACRE FARMS PLC,23545000,LK0236N00006
TAJ-N-0000,TAL LANKA HOTELS PLC,139637494,LK0162N00004
TANG-N-0000,TANGERINE BEACH HOTELS PLC,20000000,LK0163N00002
TAP-N-0000,TAPROBANE HOLDINGS PLC,1002724815,LK0411N00005
TESS-N-0000,TESS AGRO PLC,280000000,LK0333N00001
TESS-X-0000,TESS AGRO PLC,40000000,LK0333X00000
TFC-N-0000,THE FINANCE COMPANY PLC,57966232,LK0230N00009
TFC-X-0000,THE FINANCE COMPANY PLC,100000000,LK0230X00008
TFIL-N-0000,TRADE FINANCE AND INVESTMENTS PLC,56800400,LK0398N00004
TILE-N-0000,LANKA TILES PLC,53050410,LK0114N00005
TJL-N-0000,TEEJAY LANKA PLC,698592840,LK0394N00003
TKYO-N-0000,TOKYO CEMENT COMPANY (LANKA) PLC,222750000,LK0165N00007
TKYO-X-0000,TOKYO CEMENT COMPANY (LANKA) PLC,111375000,LK0165X00006
TPL-N-0000,TALAWAKELLE TEA ESTATES PLC,23750000,LK0311N00007
TRAN-N-0000,TRANS ASIA HOTELS PLC,200000000,LK0166N00005
TSML-N-0000,TEA SMALLHOLDER FACTORIES PLC,30000000,LK0284N00006
TWOD-N-0000,TOUCHWOOD INVESTMENTS PLC,106905600,LK0321N00006
TYRE-N-0000,KELANI TYRES PLC,80400000,LK0216N00008
UAL-N-0000,UNION ASSURANCE PLC,58928572,LK0179N00008
UBC-N-0000,UNION BANK OF COLOMBO PLC,1091406249,LK0306N00007
UCAR-N-0000,UNION CHEMICALS LANKA PLC,1500000,LK0178N00000
UDPL-N-0000,UDAPUSSELLAWA  PLANTATIONS PLC,19398850,LK0287N00009
UML-N-0000,UNITED MOTORS LANKA PLC,100900626,LK0183N00000
VANI-N-0000,VANIK INCORPORATION PLC,65481650,LK0212N00007
VANI-X-0000,VANIK INCORPORATION PLC,11737290,LK0212X00006
VFIN-N-0000,VALLIBEL FINANCE PLC,41550600,LK0364N00006
VFIN/BC/20/02/19A14.75,VALLIBEL FINANCE PLC,3507400,LK0364D21409
VFIN/BC/20/02/19B15,VALLIBEL FINANCE PLC,198000,LK0364D21417
VFIN/BC/20/02/19C15.5,VALLIBEL FINANCE PLC,1294600,LK0364D21425
VFIN/BD/31/03/20-C2298-1,VALLIBEL FINANCE PLC,10000000,LK0364D22985
VLL-N-0000,VIDULLANKA PLC,747153790,LK0347N00001
VONE-N-0000,VALLIBEL ONE PLC,1086559353,LK0389N00003
VPEL-N-0000,VALLIBEL POWER ERATHNA PLC,747109731,LK0352N00001
WAPO-N-0000,GUARDIAN CAPITAL PARTNERS PLC,25833808,LK0317N00004
WATA-N-0000,WATAWALA  PLANTATIONS  PLC,236666670,LK0246N00005
YORK-N-0000,YORK ARCADE HOLDINGS PLC,12000000,LK0171N00005
