, Market Indices - Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ASPI,SPI / MPI (Jan-99 onwards),S&P SL 20,TURNOVER- Rs Mn Equity,MARKET CAP.- RS. BN.,SHARES -'000,TRADES,BFI,BFT,C&P,C&E,DIV,F&T,HLT,H&T,INV,IT,L&P,MFG,MTR,OIL,PLT,P&E,SRV,,S&S,TLE,TRD
May-23,8555.17,,2421.49,13995.849293,3598.3,786691.387,205899,737.27,505.26,1189.89,1076.77,1197.45,346.15,1527.93,2434.61,1423.48,924.87,1112.58,1423.79,1425.38,1240.54,,892.36,762.04,549.3,1115.01,22176.76,786.62
Jun-23,9442.95,,2713.65,29273.864293,3901.28,1263675.141,250576,827.08,598.19,1325.72,1237.36,1256.25,347.84,1710.86,2434.79,1473.8,984.49,1182.89,1458.65,1518.25,1405.95,,914.36,798.66,556.44,1175.16,22006.65,801.97
Jul-23,11386.72,,3309.6,73098.734076,4537.3,2825467.412,538908,916.89,836.73,1497.03,1304.19,1509.75,423.07,2257.55,2587.14,1748.71,1099,1212.51,1638.78,1646.32,1565.74,,1046.58,908.33,601.79,1234.46,24928.09,849.37
Aug-23,11114.17,,3131.07,68871.649725,4441.26,2160953.482,515259,894.1,789.22,1524.37,1290.3,1576.13,460.02,2185.62,2356.96,1846.12,1098.81,1244.99,1464.46,1586.97,1509.03,,997.78,919.25,547.09,1221.26,23011.05,888.99
Sep-23,11335.61,,3197.72,26779.052086,4537.14,970460.937,251092,898.12,802.8,1588.96,1292.23,1633.17,470.88,2171.07,2363.22,1993.71,1135.3,1292.5,1534.19,1636.46,1559.42,,1015.5,930.43,544.86,1159.82,22682.2,866.11
Oct-23,10647.33,,2994.35,19591.107977,4296.24,921063.53,235648,856.57,740.07,1526.34,1172.57,1528.27,419.53,1956.51,2189.63,2161.85,1077.28,1248.87,1464.46,1598.93,1430.7,,948.18,868.16,503.91,1132.98,21178.04,867.65
Nov-23,10593.9,,3010.03,23731.301181,4260.86,715649.569,181790,857.91,764.64,1501.14,1176.53,1500.27,415.24,1951.3,2133.54,2054.84,1079.43,1239.33,1464.46,1560.15,1385.01,,935.64,811.53,513.7,1117.27,21675.37,874.12
Dec-23,10654.16,,3068.36,22620.009835,4248.93,1066669.539,141902,851.21,796.68,1482.67,1132.28,1512.86,404.98,1878.21,2145.19,2073.62,1084.32,1222.12,1441.22,1555.62,1377.38,,909.49,781.08,489.68,1075.54,23880.87,891.31
Jan-24,10311.15,,2896.48,14302.265146,4045.8,627538.779,154754,831.1,739.8,1424.34,1114.12,1491.6,400.29,1759.98,2181.55,2006.85,1077.92,1233.34,1435.41,1508.65,1366.7,,909.82,782.92,487.9,1102.84,21802.64,893.63
Feb-24,10651.77,,3037.38,32831.868137,4186.09,863547.379,167432,873.99,762.8,1502.94,1082.13,1542.86,402.85,1779.8,2197.11,2005.24,1107.26,1140.41,1470.27,1521.49,1421.98,,948.98,792.3,462.11,1170.97,24633.96,930.58
Mar-24,11444.38,,3317.62,35482.381814,4534.65,2217047.167,293409,938.34,839.21,1579.63,1143.69,1589.8,421.97,2013.13,2376.74,2075.65,1185.51,1215.03,1464.46,1556.69,1566.41,,1020.89,846.81,472.34,1239.8,25092.96,916.7
Apr-24,12362.95,,3689.97,51726.688741,4893.87,2469852.706,366816,983.91,944.6,1702.51,1223.71,1599.99,455.11,2265.97,2677.07,2079.34,1272.78,1168.74,1458.65,1667.16,1656.96,,1053.75,988.36,564.63,1245.39,25096.94,974.55
May-24,12106.49,,3569.04,37070.833697,4780.99,2018574.383,292835,1041.55,897.88,1675.07,1168.68,1671.03,435.45,2216.65,2561.91,2183.4,1249,1171.11,1412.17,1645.59,1688.88,,1087.99,979.65,598.56,1178.86,24383.43,966.03
Jun-24,12144.54,,3588.54,32898.907565,4760,1057342.645,193500,1045.58,911.88,1671.28,1154.11,1711.34,423.82,2199.42,2553.56,2173.32,1246.56,1164.79,1412.17,1612.58,1709.25,,1080.44,988.29,646.87,1074.99,23199.77,1023.73
Jul-24,11406.56,,3265.55,23210.288196,4504.26,937938.008,173656,1005.36,836.24,1472.88,1104.88,1687.91,403.72,2045.22,2323.03,2223.33,1190.93,1133.26,1429.6,1588.62,1597.06,,1021.76,927.96,604.85,980.64,21305.91,1043.89
Aug-24,10869.07,,3058.6,14776.284568,4320.98,626988.502,157203,958.45,776.26,1424.4,1071.94,1658.64,382.44,1927.57,2152.3,2170.26,1157.98,1063.65,1342.44,1575.38,1527.61,,997.41,865.23,548.49,916.14,22489.57,1025.57
Sep-24,11855.05,,3453.41,31416.406703,4381.83,1302754.144,241872,985.25,901.65,1533.78,1097.56,1804.73,426.98,2133.57,2318.01,2202.62,1228.18,1056.27,1348.25,1554.03,1679.47,,1037.77,890.83,561.45,954.69,24620.16,1075.81
Oct-24,12770.58,,3864.32,57895.289509,4677.87,2091216.73,347741,994.64,1021.89,1727.15,1109.85,1861.8,410.66,2263.82,2344.67,2264.65,1304.68,1066.86,1359.87,1643.03,1761.01,,1052.56,971.23,606.66,1069.65,30344.84,1153.98
Nov-24,13188.99,,3905.17,73004.942522,4782.14,2681732.353,376399,1012.06,1069.93,1665.12,1191.36,1844.21,479.24,2275.96,2227.8,2374.74,1368.8,1066.57,1406.36,1746.42,1810.17,,1091.58,1102.09,673.13,1026.16,32162.75,1168.09
Dec-24,15944.61,,4862.1,133019.214394,5695.56,6355161.272,758450,1119.3,1337.8,1959.54,1270.95,2099.02,533.34,3107.98,2490.79,2499.84,1623.25,1138.4,1557.43,2047.3,2174.64,,1377.42,1299.61,790.3,1137.14,40189.54,1286.28
Jan-25,17122.73,,5114.35,140432.059107,6113.93,5883566.722,772389,1151.47,1414.77,2043.93,1557.32,2349.06,560.92,3377.1,2656.46,2536.5,1781.13,1185.76,1516.69,2183.93,2394.08,,1435.67,1525.49,938.59,1265.07,44847.93,1372.93
Feb-25,16478.67,,4931.17,58416.394173,5812.11,2004212.343,384823,1075.07,1374.54,1921.93,1474.92,2198.26,508.66,3106.17,2491.39,2616.57,1698.83,1149.08,1406.29,2344.91,2327.28,,1398.56,1460.02,845.54,1247.22,43297.57,1337.65
Mar-25,15814.82,,4734.72,40353.115432,5606.37,1481363.137,258621,1084.45,1325.17,1845.93,1462.47,2052.14,489.33,2928.1,2462.74,2776.9,1665.98,1151.14,1406.29,2059.76,2233.23,,1336.68,1459.21,787.41,1273.33,43465.56,1306.09
Apr-25,15799.94,,4643.66,48267.820413,5666.75,1863653.053,326872,1077.75,1250.89,1892.22,1597.5,1923.35,498.96,2992.59,2496.46,2837.41,1726.98,1160.31,1342.37,2050.62,2282.55,,1314.04,1587.1,758.4,1260.18,42813.73,1300.91
May-25,16854.86,,4981.57,79997.536967,6080.19,2898334.661,392155,1146.11,1335.34,1967.76,1509.16,1976.44,492.54,3187.86,2544.01,3253.8,1861.06,1199.38,1383.05,2101.61,2384.85,,1465.15,1805.2,781.42,1525.6,45463.23,1392.07
Jun-25,18026.72,,5352.51,98276.776371,6437.95,4472882.851,641100,1198.39,1444.33,2117.5,1498.1,1969.73,519.16,3588.28,2497.31,3799.02,1924.93,1387.13,1348.18,2173.91,2557.25,,1675.38,1977.11,736.12,1617.28,46232.82,1439.93
Jul-25,19642.48,,5762.17,157486.015804,6895.69,5942149.181,828098,1384.05,1591.45,2286.35,1597.74,2071.07,580.74,3916.43,2691.92,3998.05,2025.57,1498.72,1441.15,2413.27,2707.06,,2098.39,2621.97,829.19,1626.52,50211.04,1545.37
Aug-25,20997.36,,6076.79,131900.936229,7425.45,4778985.811,808199,1313.67,1751.94,2267.25,1530.57,2267.27,647.67,4059,2665.31,4783.04,2212.53,1623,1441.15,2508.56,2867.2,,2501.35,2747.18,925.77,2145.52,73093,1641.01
Sep-25,21778.6,,6126.53,148756.908586,7752.26,5169330.485,852384,1265.42,1759.21,2287.52,1563.52,2154.08,730.32,4198.09,2867.13,4875.61,2379.39,1648.35,1435.34,2519.69,3034.02,,2714.91,3302.29,933.41,2194.02,86558.69,1945.66
Oct-25,22804.84,,6213.91,157219.938172,8122.47,6670584.189,877355,1233.24,1806.08,2314.91,1816.37,2308.58,722,4393.91,3132.21,4943.38,2430.02,1824.96,1702.62,2797.55,3089.27,,2965.43,3753.77,1267.14,2348.54,89759.39,2629.4
Nov-25,22712.82,,6267.03,94686.257277,8122.78,3016117.404,693454,1222.52,1826.14,2412.75,1747.41,2196.19,690.15,4220.75,3080.89,4889.18,2395.61,1688.09,1476.01,2614.32,3051.52,,2875.85,3618.55,1272.61,2413.76,89452.48,2397.52
Dec-25,22624.31,,6157.38,76855.184173,8068.62,2465153.312,657545,1201.07,1790.05,2477.06,1673.8,2125.82,664.74,4083.72,3099.51,4809.52,2349.92,1664.4,1464.39,2561.3,3202.94,,2859.52,3500.74,1185.15,2466.3,88409.59,2307.99
