LIST OF QUOTED SECURITIES AND ISSUED QUANTITY AS AT 31ST DECEMBER 2020,,,
SECURITY ID,NAME                             ,ISSUED QUANTITY,ISIN CODE
RENU-N-0000,RENUKA CITY HOTELS PLC.,7000000,LK0201N00000
REXP-N-0000,RICHARD PIERIS EXPORTS PLC,11163745,LK0209N00003
RFL-N-0000,RAMBODA FALLS PLC,20000000,LK0415N00006
RGEM-N-0000,RADIANT GEMS INTERNATIONAL PLC,2400000,LK0140N00000
RHL-N-0000,RENUKA HOLDINGS PLC,155810595,LK0355N00004
RHL-X-0000,RENUKA HOLDINGS PLC,22499452,LK0355X00003
RHTL-N-0000,THE FORTRESS RESORTS PLC,110886684,LK0308N00003
RICH-N-0000,RICHARD PIERIS AND COMPANY PLC,2035038275,LK0143N00004
RICH-P-0001,RICHARD PIERIS AND COMPANY PLC,1562500,LK0143P00017
RIL-N-0000,R I L PROPERTY PLC,800000000,LK0452N00009
RPBH-N-0000,ROYAL PALMS BEACH HOTELS PLC,50000000,LK0307N00005
RWSL-N-0000,RAIGAM WAYAMBA SALTERNS PLC,282207320,LK0363N00008
SAMP/BD/10/06/21-C2352-1,SAMPATH BANK PLC,59526500,LK0090D23521
SAMP/BD/10/06/21-C2353,SAMPATH BANK PLC,473500,LK0090D23539
SAMP/BD/20/03/23-C2390-1,SAMPATH BANK PLC,75000000,LK0090D23901
SAMP/BD/21/12/22-C2389-1,SAMPATH BANK PLC,60000000,LK0090D23893
SAMP/BD/28/02/24-C2415-1,SAMPATH BANK PLC,70000000,LK0090D24156
SAMP-N-0000,SAMPATH BANK PLC,381457985,LK0090N00007
SCAP/BD/19/12/23-C2437-1,SOFTLOGIC CAPITAL PLC,2500600,LK0396D24371
SCAP/BD/19/12/24-C2438,SOFTLOGIC CAPITAL PLC,100,LK0396D24389
SCAP/BD/19/12/24-C2439-1,SOFTLOGIC CAPITAL PLC,7900500,LK0396D24397
SCAP/BD/19/12/24-C2440-1,SOFTLOGIC CAPITAL PLC,4598800,LK0396D24405
SCAP-N-0000,SOFTLOGIC CAPITAL PLC,977187200,LK0396N00008
SDB-N-0000,SANASA DEVELOPMENT BANK PLC,91576032,LK0412N00003
SELI-N-0000,SELINSING PLC,5678247,LK0147N00005
SEMB-N-0000,S M B LEASING PLC,1191766772,LK0215N00000
SEMB-X-0000,S M B LEASING PLC,614066101,LK0215X00009
SERV-N-0000,THE KINGSBURY PLC,242000000,LK0084N00000
SEYB/BD/15/07/21-C2355-1,SEYLAN BANK PLC,17103200,LK0182D23559
SEYB/BD/15/07/21-C2356,SEYLAN BANK PLC,174000,LK0182D23567
SEYB/BD/15/07/23-C2354-1,SEYLAN BANK PLC,32722800,LK0182D23542
SEYB/BD/18/04/24-C2421-1,SEYLAN BANK PLC,12266000,LK0182D24219
SEYB/BD/18/04/24-C2422-1,SEYLAN BANK PLC,37734000,LK0182D24227
SEYB/BD/29/03/23-C2395-1,SEYLAN BANK PLC,39100000,LK0182D23955
SEYB/BD/29/03/25-C2396-1,SEYLAN BANK PLC,7150000,LK0182D23963
SEYB/BD/29/03/28-C2397-1,SEYLAN BANK PLC,16090000,LK0182D23971
SEYB-N-0000,SEYLAN BANK PLC,256716994,LK0182N00002
SEYB-X-0000,SEYLAN BANK PLC,260305975,LK0182X00001
SFCL/BD/30/08/24-C2429-1,SENKADAGALA FINANCE COMPANY PLC,17500000,LK0350D24295
SFCL-N-0000,SENKADAGALA FINANCE COMPANY PLC,72475061,LK0350N00005
SFIN/BD/05/05/23-C2446-1,SINGER FINANCE LANKA PLC,1750000,LK0373D24461
SFIN/BD/10/04/23-C2447-1,SINGER FINANCE LANKA PLC,5755000,LK0373D24479
SFIN/BD/10/04/23-C2449,SINGER FINANCE LANKA PLC,2500000,LK0373D24495
SFIN/BD/19/05/23-C2448-1,SINGER FINANCE LANKA PLC,25000,LK0373D24487
SFIN/BD/19/05/25-C2450-1,SINGER FINANCE LANKA PLC,50000,LK0373D24503
SFIN-N-0000,SINGER FINANCE LANKA PLC,202074075,LK0373N00007
SFL-N-0000,SINHAPUTHRA FINANCE PLC,62958930,LK0365N00003
SFL-P-0000,SINHAPUTHRA FINANCE PLC,6707650,LK0365P00008
SFS-N-0000,SWARNAMAHAL FINANCIAL SERVICES PLC,500000140,LK0378N00006
SHAL-N-0000,SHALIMAR (MALAY) PLC.,5397840,LK0151N00007
SHAW-N-0000,LEE HEDGES PLC,25602730,LK0152N00005
SHL-N-0000,SOFTLOGIC HOLDINGS PLC,1192543209,LK0386N00009
SHOT-N-0000,SERENDIB HOTELS PLC,75514738,LK0149N00001
SHOT-X-0000,SERENDIB HOTELS PLC,36011056,LK0149X00000
SIGV-N-0000,SIGIRIYA VILLAGE HOTELS PLC,9000000,LK0154N00001
SIL-N-0000,SAMSON INTERNATIONAL PLC,4232771,LK0205N00001
SING-N-0000,STANDARD CAPITAL PLC,5540828,LK0155N00008
SINH-N-0000,SINGHE HOSPITALS PLC,431300895,LK0440N00004
SINI-N-0000,SINGER INDUSTRIES (CEYLON) PLC,10000380,LK0157N00004
SINS/BD/28/09/21-C2412-1,SINGER (SRI LANKA) PLC,6568000,LK0156D24122
SINS-N-0000,SINGER (SRI LANKA) PLC,375628830,LK0156N00006
SIRA-N-0000,SIERRA CABLES PLC,537512430,LK0351N00003
SLFL/BD/03/10/22-C2383-1,SIYAPATHA FINANCE PLC,10000000,LK0432D23830
SLFL/BD/04/10/22-C2384-1,SIYAPATHA FINANCE PLC,10000000,LK0432D23848
SLFL/BD/07/07/23-C2451-1,SIYAPATHA FINANCE PLC,20000000,LK0432D24515
SLFL/BD/08/08/24-C2426-1,SIYAPATHA FINANCE PLC,15000000,LK0432D24267
SLFL/BD/20/09/21-C2357-1,SIYAPATHA FINANCE PLC,10780100,LK0432D23574
SLND-N-0000,SERENDIB LAND PLC,360000,LK0150N00009
SLTL/BD/19/04/28-C2400-1,SRI LANKA TELECOM PLC,20760000,LK0312D24006
SLTL/BD/19/04/28-C2403-1,SRI LANKA TELECOM PLC,49240000,LK0312D24030
SLTL-N-0000,SRI LANKA TELECOM PLC,1804860000,LK0312N00005
SMOT-N-0000,SATHOSA MOTORS PLC,6033622,LK0211N00009
SOY-N-0000,CONVENIENCE FOODS LANKA PLC,2750000,LK0196N00002
SPEN-N-0000,AITKEN SPENCE PLC,405996045,LK0004N00008
STAF-N-0000,DOLPHIN HOTELS PLC,31621477,LK0158N00002
SUN-N-0000,SUNSHINE HOLDINGS PLC,149554103,LK0160N00008
SWAD-N-0000,SWADESHI INDUSTRIAL WORKS  PLC,149333,LK0161N00006
TAFL-N-0000,THREE ACRE FARMS PLC,23545000,LK0236N00006
TAJ-N-0000,TAL LANKA HOTELS PLC,139637494,LK0162N00004
TANG-N-0000,TANGERINE BEACH HOTELS PLC,20000000,LK0163N00002
TAP-N-0000,AMBEON CAPITAL PLC,1002724815,LK0411N00005
TESS-N-0000,TESS AGRO PLC,339797287,LK0333N00001
TESS-X-0000,TESS AGRO PLC,50000000,LK0333X00000
TFIL-N-0000,TRADE FINANCE AND INVESTMENTS PLC,56800400,LK0398N00004
TILE-N-0000,LANKA TILES PLC,53050410,LK0114N00005
TJL-N-0000,TEEJAY LANKA PLC,709322545,LK0394N00003
TKYO-N-0000,TOKYO CEMENT COMPANY (LANKA) PLC,267300000,LK0165N00007
TKYO-X-0000,TOKYO CEMENT COMPANY (LANKA) PLC,133650000,LK0165X00006
TPL-N-0000,TALAWAKELLE TEA ESTATES PLC,23750000,LK0311N00007
TRAN-N-0000,TRANS ASIA HOTELS PLC,200000000,LK0166N00005
TSML-N-0000,TEA SMALLHOLDER FACTORIES PLC,30000000,LK0284N00006
TYRE-N-0000,KELANI TYRES PLC,80400000,LK0216N00008
UAL-N-0000,UNION ASSURANCE PLC,58928572,LK0179N00008
UBC-N-0000,UNION BANK OF COLOMBO PLC,1083558338,LK0306N00007
UCAR-N-0000,UNION CHEMICALS LANKA PLC,1500000,LK0178N00000
UDPL-N-0000,UDAPUSSELLAWA  PLANTATIONS PLC,19398850,LK0287N00009
UML-N-0000,UNITED MOTORS LANKA PLC,100900626,LK0183N00000
VFIN-N-0000,VALLIBEL FINANCE PLC,58863350,LK0364N00006
VLL-N-0000,VIDULLANKA PLC,841951788,LK0347N00001
VONE-N-0000,VALLIBEL ONE PLC,1086559353,LK0389N00003
VPEL-N-0000,VALLIBEL POWER ERATHNA PLC,747109731,LK0352N00001
WAPO-N-0000,GUARDIAN CAPITAL PARTNERS PLC,25833808,LK0317N00004
WATA-N-0000,WATAWALA  PLANTATIONS  PLC,203308633,LK0246N00005
YORK-N-0000,YORK ARCADE HOLDINGS PLC,750000,LK0171N00005
